ndc,wac,pkg_size,pkg_size_mult,generic_indicator
42291097201,458.88,88.0,1.0,Y
43900040722,218.34,250.0,1.0,N
00049053028,50.88,1.0,1.0,Y
16729017201,8.5,100.0,1.0,Y
00395121116,30.0,473.0,1.0,Y
56151161211,8.7,10.0,1.0,N
43547033009,30.0,90.0,1.0,Y
72162138502,6.71,15.0,1.0,Y
72205003960,20.0,60.0,1.0,Y
59651048901,30.12,100.0,1.0,Y
72162138503,10.55,30.0,1.0,Y
31722070530,38.88,30.0,1.0,Y
00173067601,248.92,100.0,1.0,N
00002445685,1453.2,30.0,1.0,N
75907002448,89.33,4.0,1.0,Y
00378014491,22.85,60.0,1.0,Y
64980060512,18.0,120.0,1.0,Y
64253090091,100.0,10.0,10.0,Y
50228012430,2.1,30.0,1.0,Y
57896044101,1.32,100.0,1.0,Y
54482014407,112.85,90.0,1.0,N
16714020110,6.33,10.0,1.0,Y
73190000560,619.21,60.0,1.0,Y
51407015490,9.13,90.0,1.0,Y
43547060610,200.0,100.0,1.0,Y
70436003282,166.72,1.0,10.0,Y
70700032798,98.0,0.5,1.0,Y
51862049415,36.44,15.0,1.0,Y
00187205030,204.84,30.0,1.0,N
27241023701,823.46,100.0,1.0,Y
59762542001,31.17,100.0,1.0,Y
63323008950,621.0,50.0,25.0,Y
49735016033,255.0,400.0,6.0,N
51079098008,85.1,80.0,1.0,Y
72789038401,29.2,100.0,1.0,Y
00078123820,705.21,60.0,1.0,N
44206043820,2327.2,200.0,1.0,N
68382080005,170.79,500.0,1.0,Y
68382080001,37.95,100.0,1.0,Y
71858002004,142.0,30.0,1.0,N
16714022701,237.35,30.0,1.0,Y
62559036530,638.19,30.0,1.0,N
00603506128,605.34,500.0,1.0,Y
70700030101,40.0,100.0,1.0,Y
68001040831,820.0,1.0,10.0,Y
61314001425,10.5,2.5,1.0,Y
61958250501,4216.1,30.0,1.0,N
72241001203,10.0,60.0,1.0,Y
69097090667,6693.4,0.5,1.0,Y
00603506121,127.44,100.0,1.0,Y
58657064710,35.9,1000.0,1.0,Y
64980059501,14.0,100.0,1.0,Y
42291002901,347.28,100.0,1.0,Y
00904630161,9.4,100.0,1.0,Y
84386003190,23.15,90.0,1.0,Y
56151161251,4.15,50.0,1.0,N
49281054503,67.03,1.0,5.0,N
10370036511,295.11,30.0,1.0,Y
70700017123,80.0,10.0,10.0,Y
00904629161,30.17,100.0,1.0,Y
60687038194,1347.5,20.0,1.0,Y
60687051501,185.0,100.0,1.0,Y
69452033443,10.8,100.0,1.0,Y
70710118003,514.5,30.0,1.0,Y
72603083201,90000.0,0.0,1.0,Y
68382092006,47.04,30.0,1.0,Y
72603012901,301.86,120.0,1.0,Y
58657064701,3.59,100.0,1.0,Y
63629240201,624.37,1000.0,1.0,Y
84386003199,257.22,1000.0,1.0,Y
00378508973,95.0,56.0,1.0,Y
55150040325,655.0,20.0,25.0,Y
08380015802,35.94,5.0,1.0,N
69452045420,23.29,100.0,1.0,Y
00904715504,120.36,30.0,1.0,Y
08380015804,35.94,5.0,1.0,N
55150027325,164.35,2.0,25.0,Y
69238199301,219.19,100.0,1.0,Y
08496320101,12.99,100.0,1.0,N
60687063501,342.84,100.0,1.0,Y
00093504601,212.68,100.0,1.0,Y
57237002301,23.8,100.0,1.0,Y
57237004960,39.25,60.0,1.0,Y
55150039301,100.0,1.0,1.0,Y
57237016990,17.0,90.0,1.0,Y
00005555619,7.04,60.0,1.0,N
00641092925,96.14,1.0,25.0,Y
56151173201,10.0,100.0,1.0,N
00409409201,792.81,10.0,25.0,Y
68047005110,10.31,10.0,1.0,N
81952012828,169.88,0.8,10.0,Y
52187054548,2000.0,48.0,1.0,Y
61314001405,14.0,5.0,1.0,Y
60793086001,134.41,100.0,1.0,N
73190000518,1857.65,180.0,1.0,Y
00067813901,4.34,24.0,1.0,N
24689088201,18.0,100.0,1.0,Y
49483008010,10.0,1000.0,1.0,Y
69367069305,198.0,500.0,1.0,Y
49483060601,6.0,100.0,1.0,Y
57237016999,149.22,1000.0,1.0,Y
69367069301,44.0,100.0,1.0,Y
00406855730,110.0,30.0,1.0,Y
59746038306,18.0,100.0,1.0,Y
70700020793,76.22,91.0,2.0,Y
83490030760,16.5,4.0,60.0,Y
71335028007,10.4,60.0,1.0,Y
00409963005,298.31,5.0,10.0,Y
71335028008,20.81,120.0,1.0,Y
71335028009,3.47,20.0,1.0,Y
71335028003,6.07,35.0,1.0,Y
00005555623,12.31,120.0,1.0,N
71335028004,8.67,50.0,1.0,Y
71335028005,17.34,100.0,1.0,Y
71335028006,6.94,40.0,1.0,Y
31722094531,25.0,28.0,3.0,Y
71335028000,15.61,90.0,1.0,Y
71335028001,5.2,30.0,1.0,Y
71335028002,4.34,25.0,1.0,Y
45802042335,19.34,15.0,1.0,Y
86227065105,11.6,100.0,1.0,N
45802042337,77.38,60.0,1.0,Y
60505325106,225.0,60.0,1.0,Y
63629866401,20.75,15.0,1.0,Y
59746038310,176.4,1000.0,1.0,Y
31722070590,116.64,90.0,1.0,Y
44567021010,79.5,1.0,10.0,Y
60793086010,1344.27,1000.0,1.0,N
70677108801,1.15,8.0,1.0,N
68682020175,100.72,1.0,1.0,Y
49483060610,42.0,1000.0,1.0,Y
16714034704,193.1,28.0,6.0,Y
00904546335,5.85,15.0,1.0,Y
70074067538,52.56,237.0,24.0,N
16110052660,811.62,60.0,1.0,N
72485011610,140.0,10.0,10.0,Y
70074067534,52.56,237.0,1.0,N
00054252731,213.81,1000.0,1.0,Y
16729007801,33.75,100.0,1.0,Y
70074067536,52.56,237.0,24.0,N
16714007106,225.64,1000.0,1.0,Y
70074067530,47.04,237.0,24.0,N
70074067532,53.52,237.0,24.0,N
70121173209,1158.96,100.0,24.0,Y
83634010899,34.75,1.0,1.0,Y
16714007104,15.5,100.0,1.0,Y
00548540000,25.0,1.0,1.0,Y
43547035610,12.24,100.0,1.0,Y
00378459577,67.45,90.0,1.0,Y
00904583315,7.52,10.0,1.0,Y
43547035611,116.36,1000.0,1.0,Y
68084030021,48.83,30.0,1.0,Y
00603533715,13.5,21.0,1.0,Y
71205087290,17.0,90.0,1.0,Y
00832051101,63.49,100.0,1.0,Y
62175048637,628.1,100.0,1.0,Y
65862086001,15.0,100.0,1.0,Y
82238325175,47.64,0.0,1.0,N
00832051100,31.75,100.0,1.0,Y
63629878401,17.88,454.0,1.0,Y
82238325174,21.12,0.0,1.0,N
82238325171,11.86,0.0,1.0,N
00713032715,16.27,15.0,1.0,Y
82238325172,11.04,0.0,1.0,N
70954021210,15.04,100.0,1.0,Y
00054252725,22.0,100.0,1.0,Y
62559036560,1275.78,60.0,1.0,N
76385013301,16.0,100.0,1.0,Y
61958140101,314.72,30.0,1.0,N
66794025042,714.0,2.0,25.0,Y
00603533721,16.29,100.0,1.0,Y
23155023401,24.4,100.0,1.0,Y
86227090105,9.85,100.0,1.0,N
50742039225,21.0,3.0,25.0,Y
00003183910,7.23,60.0,1.0,N
63739064510,8.56,100.0,1.0,Y
72266016010,327.9,1.0,10.0,Y
61924023404,198.0,106.0,1.0,N
24658080260,336.96,60.0,1.0,Y
69097087067,8892.66,0.5,1.0,Y
25021041450,175.0,50.0,1.0,Y
13668059487,576.99,3.0,1.0,Y
57896068110,9.85,1000.0,1.0,Y
00116402316,30.0,473.0,1.0,Y
00603533732,161.19,1000.0,1.0,Y
70010049601,75.0,100.0,1.0,Y
00603533731,22.32,48.0,1.0,Y
29300028705,101.0,500.0,1.0,Y
68968555503,180.57,30.0,1.0,N
70074067526,45.84,237.0,24.0,N
29300028713,8.89,30.0,1.0,Y
70074067528,45.84,237.0,24.0,N
62135022560,114.0,60.0,1.0,Y
21922000707,15.0,60.0,1.0,Y
00713032737,33.22,45.0,1.0,Y
16110052690,1064.58,90.0,1.0,N
70074067524,45.84,237.0,24.0,N
60219395501,80.32,1.0,1.0,Y
21922000704,10.0,15.0,1.0,Y
44567045010,929.3,250.0,10.0,Y
21922000706,15.0,45.0,1.0,Y
55111015430,15.96,30.0,1.0,Y
00641604001,353.65,20.0,1.0,Y
57237014301,22.25,100.0,1.0,Y
69489020130,504.4,30.0,1.0,N
45963055611,8.75,100.0,1.0,Y
49281042550,208.78,0.5,10.0,N
64950038114,107.0,14.0,1.0,Y
00904629106,11.79,50.0,1.0,Y
68094050361,149.7,10.0,100.0,Y
68094050362,47.12,10.0,30.0,Y
63629242801,287.7,1000.0,1.0,Y
65162076811,247.2,1000.0,1.0,Y
65162076810,24.72,100.0,1.0,Y
00904644961,38.03,100.0,1.0,Y
00008112312,202.85,30.0,1.0,N
60505614704,141.3,1.0,10.0,Y
00254302002,4359.51,60.0,1.0,Y
67457047322,49.5,2.0,25.0,Y
00409351501,243.53,1.0,10.0,Y
57664005288,527.6,100.0,1.0,Y
65862052560,75.0,60.0,1.0,Y
50458058090,1794.18,90.0,1.0,N
00904681907,32.22,30.0,1.0,Y
70121271502,1980.0,10.0,10.0,Y
68682019201,1814.73,100.0,1.0,Y
25021026010,29.95,1.0,1.0,Y
00228285111,73.44,100.0,1.0,Y
51862025801,213.47,28.0,1.0,N
00406324401,21.98,100.0,1.0,Y
72205001090,90.0,90.0,1.0,Y
42291000330,113.94,30.0,1.0,Y
60505327703,55.61,30.0,1.0,Y
51672422001,73.6,100.0,1.0,Y
00093901965,65.95,30.0,1.0,Y
67457059304,1308.74,0.4,10.0,N
00409052525,155.0,50.0,25.0,Y
76125090001,115.74,10.0,1.0,N
00409338513,104.57,1.0,10.0,Y
43598016001,1260.0,30.0,100.0,Y
60687063101,60.0,100.0,1.0,Y
00480204556,81.69,30.0,1.0,Y
72603022425,360.15,1.0,25.0,Y
00409338515,104.57,1.0,10.0,Y
62135061812,360.0,120.0,1.0,Y
23155074703,86.0,30.0,1.0,Y
08137004666,24.96,40.0,1.0,N
51672206302,4.3,28.4,1.0,Y
60505327700,386.73,100.0,1.0,Y
72603034401,710.0,1.0,1.0,Y
08137004669,38.04,80.0,1.0,N
65219020420,400.0,20.0,10.0,Y
69452033711,9.6,20.0,1.0,Y
62135000856,500.0,378.0,1.0,Y
57237004560,56.25,60.0,1.0,Y
62332060025,47.5,1.0,25.0,Y
70010001301,224.21,100.0,1.0,Y
00641616410,100.0,3.0,10.0,Y
76125090010,1157.4,100.0,1.0,N
49483060201,5.0,100.0,1.0,Y
60687089701,68.99,100.0,1.0,Y
71288080321,290.0,1.0,4.0,Y
72888009501,21.14,100.0,1.0,Y
65219056420,243.27,1.0,1.0,Y
72888009505,102.53,500.0,1.0,Y
00904632946,7.06,30.0,1.0,Y
70436015606,17.03,60.0,1.0,Y
24689015201,5.02,0.0,1.0,N
70074080365,5.27,1000.0,1.0,N
49702020548,110.87,240.0,1.0,N
51224011850,21.9,100.0,1.0,Y
24658079401,31.82,100.0,1.0,Y
00573245242,25.27,42.0,1.0,N
00904632951,10.98,50.0,1.0,Y
00093217901,54.92,100.0,1.0,Y
00904629304,12.98,30.0,1.0,Y
68094013058,110.67,2.5,50.0,Y
00799000104,4.9,113.0,1.0,N
00536113428,4.39,30.0,1.0,Y
00799000105,57.6,3.5,144.0,N
76125090020,2314.8,200.0,1.0,N
00799000102,3.9,71.0,1.0,N
00799000103,3.9,71.0,1.0,N
43598043601,38.79,100.0,1.0,Y
00228263750,391.85,500.0,1.0,Y
63629120501,69.94,1000.0,1.0,Y
10135060901,74.2,100.0,1.0,Y
16714007501,20.49,30.0,1.0,Y
65862052518,227.0,180.0,1.0,Y
70074067375,70.56,237.0,24.0,N
10135060905,424.0,500.0,1.0,Y
00078064913,10122.43,30.0,1.0,N
08881512258,108.29,25.0,8.0,N
24658079410,315.0,1000.0,1.0,Y
71205087690,21.88,90.0,1.0,Y
39328002924,31.0,24.0,1.0,Y
82260063010,415.43,10.0,1.0,Y
13668035530,23.69,30.0,1.0,Y
13668059502,13.07,30.0,1.0,Y
67457062910,30.0,10.0,1.0,Y
00378459610,749.44,1000.0,1.0,Y
13668059501,8.72,15.0,1.0,Y
70436003604,30.54,30.0,1.0,Y
72162246005,65.91,500.0,1.0,Y
70756042511,21.56,100.0,1.0,Y
43598043611,84.63,25.0,4.0,Y
72162246003,4.78,30.0,1.0,Y
70677118501,2.38,118.0,1.0,N
70677118502,3.58,237.0,1.0,N
62135085812,600.0,120.0,1.0,Y
70074067386,62.88,237.0,24.0,N
25021041601,500.0,1.2,1.0,Y
65219081405,97.25,5.0,25.0,Y
00143972224,144.0,50.0,24.0,Y
76329339905,425.0,10.0,5.0,Y
00904703807,390.5,30.0,1.0,Y
70644089999,3604.0,5.0,56.0,Y
72603010401,338.89,1.0,1.0,Y
70594012202,30.0,1.0,10.0,Y
70074080336,42.16,1000.0,1.0,N
82260063005,217.21,5.0,1.0,Y
43598016053,630.0,30.0,50.0,Y
72162246001,11.83,100.0,1.0,Y
68682010830,314.45,300.0,1.0,Y
62332049630,20.0,30.0,1.0,Y
00093117210,182.58,1000.0,1.0,Y
13668060508,150.0,90.0,1.0,Y
68084032701,76.47,100.0,1.0,Y
62135046220,100.0,20.0,1.0,Y
00713066315,36.44,15.0,1.0,Y
13668060505,110.0,60.0,1.0,Y
63629868901,20.73,30.0,1.0,Y
62332050606,39.95,6.0,1.0,Y
72241001622,10.0,30.0,1.0,Y
00573017511,3.6,24.0,1.0,N
52817018110,5.8,100.0,1.0,Y
62135058212,336.0,120.0,1.0,Y
68382018314,63.0,60.0,1.0,Y
81811000208,75.35,236.0,1.0,N
50458058030,598.06,30.0,1.0,N
55150029610,250.0,50.0,10.0,Y
74312002610,6.14,120.0,1.0,N
00093117201,19.22,100.0,1.0,Y
84386003290,23.52,90.0,1.0,Y
33342057057,825.62,180.0,1.0,Y
00990713936,49.77,1500.0,1.0,Y
55111078927,498.5,270.0,1.0,Y
62135048890,450.0,90.0,1.0,Y
69076050060,44.47,60.0,1.0,Y
62332011030,96.88,30.0,1.0,Y
68982013901,1.43,1.0,1.0,N
00395052791,22.12,28.0,1.0,Y
24979023807,1196.32,90.0,1.0,N
57664068818,271.44,1000.0,1.0,Y
00487990130,15.0,1.0,30.0,Y
65162003416,27.0,120.0,1.0,Y
29300041510,35.85,1000.0,1.0,Y
52817018100,42.3,1000.0,1.0,Y
00713066331,72.88,30.0,1.0,Y
29300041519,4.45,90.0,1.0,Y
80681016600,4.08,100.0,1.0,Y
76329301305,176.0,10.0,25.0,Y
84386003299,261.33,1000.0,1.0,Y
60687038525,99.88,30.0,1.0,Y
62135097830,203.1,30.0,1.0,Y
80681002000,11.73,1000.0,1.0,Y
00597057550,1315.3,2.0,1.0,N
42571014305,60.0,500.0,1.0,Y
60687075156,183.57,10.15,100.0,Y
42571014301,15.0,100.0,1.0,Y
50458058010,1993.53,100.0,1.0,N
65145016510,240.0,100.0,10.0,Y
70752013005,28.5,60.0,1.0,Y
63323018520,163.25,20.0,25.0,Y
00078050315,686.0,30.0,1.0,N
00904666361,361.1,100.0,1.0,Y
42806008130,390.0,30.0,1.0,Y
83257000111,940.51,1.0,1.0,N
00597057560,3945.89,6.0,1.0,N
00904750161,25.01,100.0,1.0,Y
71205087655,121.09,500.0,1.0,Y
23155084101,4.0,100.0,1.0,Y
65145016501,24.0,100.0,1.0,Y
71205087660,14.58,60.0,1.0,Y
80681014000,3.51,100.0,1.0,Y
82619012401,4.5,90.0,1.0,Y
50228034190,30.69,90.0,1.0,Y
23155084105,16.0,500.0,1.0,Y
70748012513,95.0,53.0,1.0,Y
50580024501,6.49,120.0,1.0,N
71930004212,125.0,100.0,1.0,Y
45334030004,4.48,113.0,1.0,N
67877072630,25.6,30.0,1.0,Y
94688011444,143.25,45.0,100.0,N
91531000004,5.6,0.0,1.0,N
71205087667,62.49,270.0,1.0,Y
45334030001,10.07,453.0,1.0,N
00121106716,49.5,470.0,1.0,Y
71205087672,29.18,120.0,1.0,Y
00713066360,145.75,60.0,1.0,Y
11523096301,10.97,30.0,1.0,N
00904693961,96.5,100.0,1.0,Y
68180086573,23.0,28.0,3.0,Y
00069130904,1764.8,1.0,4.0,N
00395003716,9.99,473.0,1.0,Y
00409471332,64.21,2.0,50.0,Y
11523096302,9.17,0.0,1.0,N
69367033416,19.98,480.0,1.0,Y
00597057540,2630.6,4.0,1.0,N
71205087678,43.66,180.0,1.0,Y
16571066550,61.25,500.0,1.0,Y
33342021007,295.0,30.0,1.0,Y
16729044817,75.4,1000.0,1.0,Y
63323031510,2431.75,1.0,25.0,Y
16729044815,8.86,90.0,1.0,Y
94688011446,210.6,60.0,1.0,N
62332001671,135.36,500.0,1.0,Y
68462040201,214.83,100.0,1.0,Y
63323018550,211.75,50.0,25.0,Y
68682010810,106.95,100.0,1.0,Y
13533031801,680.5,1.0,1.0,N
62135071242,98.0,100.0,1.0,Y
27808015701,10.0,90.0,1.0,Y
71205087600,24.3,100.0,1.0,Y
33342057009,275.21,60.0,1.0,Y
42195055014,130.03,14.0,1.0,Y
24979072806,10.0,30.0,1.0,Y
59651009630,30.0,30.0,1.0,Y
72888022501,26.33,100.0,1.0,Y
75834023701,15.0,100.0,1.0,Y
24979072802,166.67,500.0,1.0,Y
75834023705,60.0,500.0,1.0,Y
23155086710,47.25,1000.0,1.0,Y
00338171540,249.6,100.0,40.0,Y
60505470303,20.82,30.0,1.0,Y
00113172011,11.96,10.0,1.0,N
00904752780,60.01,1000.0,1.0,Y
27808003701,10.0,100.0,1.0,Y
16571078501,30.0,100.0,1.0,Y
27808003702,50.0,500.0,1.0,Y
69367021410,904.1,1000.0,1.0,Y
27808003703,100.0,1000.0,1.0,Y
62135073890,405.0,90.0,1.0,Y
70752015606,35.75,118.28,1.0,Y
63629119501,75.43,100.0,1.0,Y
00178045501,204.23,30.0,1.0,N
45802005611,79.0,30.0,1.0,Y
50268085215,9.23,50.0,1.0,Y
71205087611,242.99,1000.0,1.0,Y
31722059912,360.0,120.0,1.0,Y
00904678370,2.94,250.0,1.0,Y
00436093616,14.25,473.0,1.0,N
33342045011,18.39,100.0,1.0,Y
39328000350,13.25,50.0,1.0,Y
13533031805,3402.47,5.0,1.0,N
60112031305,151.28,0.0,1.0,N
70121100105,212.55,1.0,25.0,Y
13533031803,2041.49,3.0,1.0,N
16729030201,325.71,100.0,1.0,Y
42858080201,53.24,100.0,1.0,Y
68968661008,96.87,8.0,1.0,N
59762505007,69.8,470.0,1.0,Y
59630055107,8500.0,7.0,1.0,N
49348052172,0.0,28.4,1.0,N
00409471302,42.7,5.0,25.0,Y
42291085301,15.6,100.0,1.0,Y
67877045010,274.5,1000.0,1.0,Y
69367021401,95.19,100.0,1.0,Y
00096073508,8.75,240.0,1.0,N
00135053302,45.69,100.0,1.0,N
00378087199,105.99,4.0,1.0,Y
16571066501,12.25,100.0,1.0,Y
71930004252,650.0,500.0,1.0,Y
53489032805,138.21,500.0,1.0,Y
72789038593,23.0,180.0,1.0,Y
53489032801,28.5,100.0,1.0,Y
57664068888,28.62,100.0,1.0,Y
72205013011,600.0,10.0,1.0,Y
63736001230,196.68,0.0,1.0,N
64281011006,810.0,18.0,1.0,N
76125090050,578.7,50.0,1.0,N
00078074303,380.19,3.0,1.0,N
51393711204,6.28,0.0,1.0,N
00456104501,86.08,100.0,1.0,N
60687014501,19.76,100.0,1.0,Y
49483060250,22.0,500.0,1.0,Y
68025004430,237.89,30.0,1.0,N
47335032213,154.16,500.0,1.0,Y
67877045001,27.45,100.0,1.0,Y
72205001030,30.0,30.0,1.0,Y
67877045005,137.25,500.0,1.0,Y
71205087630,7.3,30.0,1.0,Y
16714081401,566.57,270.0,1.0,Y
27808015703,55.56,500.0,1.0,Y
00069032401,3925.0,0.6,1.0,N
62332001631,28.48,100.0,1.0,Y
63629107501,64.9,500.0,1.0,Y
00574030316,17.7,473.0,1.0,Y
23155086705,27.1,500.0,1.0,Y
71288043383,36.8,0.4,10.0,Y
23155086701,6.6,100.0,1.0,Y
60505614700,14.13,1.0,1.0,Y
61314064725,37.93,2.5,1.0,Y
00832051250,295.41,500.0,1.0,Y
59651046628,3750.0,28.0,1.0,Y
58407012103,29.95,0.0,1.0,N
27241008409,178.26,90.0,1.0,Y
60219167701,42.5,100.0,1.0,Y
27241008403,59.42,30.0,1.0,Y
62135097790,335.7,90.0,1.0,Y
50228046101,25.0,100.0,1.0,Y
00280005001,9.0,0.0,1.0,N
63629891301,82.0,500.0,1.0,Y
66758025201,138.92,100.0,1.0,N
00143923305,225.0,2.0,5.0,Y
00904750204,886.89,30.0,1.0,Y
39822555006,90.0,1.0,25.0,Y
00904725261,4.09,100.0,1.0,Y
51407015390,9.13,90.0,1.0,Y
63629203301,332.0,227.0,1.0,Y
00093803401,16.57,100.0,1.0,Y
00121094216,35.76,473.0,1.0,Y
00096073516,13.23,480.0,1.0,N
33342011710,153.0,90.0,1.0,Y
00093729056,116.0,30.0,1.0,Y
42291097360,220.17,60.0,1.0,Y
00228202710,4.8,100.0,1.0,Y
00517930225,623.0,1.0,25.0,Y
08496310601,12.99,100.0,1.0,N
68462017901,71.88,100.0,1.0,Y
45963055511,6.0,100.0,1.0,Y
55111017910,83.42,1000.0,1.0,Y
68462017905,359.39,500.0,1.0,Y
00299595030,245.31,30.0,1.0,N
44567060324,864.0,100.0,24.0,Y
63629229901,122.18,500.0,1.0,Y
00904725260,1.65,100.0,1.0,Y
70121163707,472.9,1.0,10.0,Y
55111017915,12.5,150.0,1.0,Y
70121163705,726.0,1.0,25.0,Y
50228034110,341.0,1000.0,1.0,Y
00904752894,71.92,5.0,40.0,Y
13811053890,29.02,90.0,1.0,Y
67877072592,87.0,354.0,1.0,Y
00521235200,3.5,225.0,1.0,N
58657050004,10.71,120.0,1.0,Y
16714068402,12.2,90.0,1.0,Y
16714068401,3.33,30.0,1.0,Y
59746002022,60.98,28.0,1.0,Y
16714068403,108.18,1000.0,1.0,Y
00517460125,325.0,1.0,25.0,Y
63629193501,82.73,100.0,1.0,Y
61314064705,76.05,5.0,1.0,Y
62011033201,5.66,14.0,1.0,N
00574029301,769.85,100.0,1.0,Y
62011033202,10.32,14.0,1.0,N
64980069003,235.71,30.0,1.0,Y
00555077602,86.59,100.0,1.0,Y
10552006450,9.19,0.0,1.0,N
42385092931,1438.25,30.0,1.0,Y
62135071174,200.0,40.0,1.0,Y
00603533815,23.31,21.0,1.0,Y
00087511132,22.23,352.0,1.0,N
61314064710,152.11,10.0,1.0,Y
58657050016,23.99,473.0,1.0,Y
55513002304,1857.6,0.3,4.0,N
45802005635,39.5,15.0,1.0,Y
64850055501,495.6,100.0,1.0,Y
63629230901,112.24,100.0,1.0,Y
49100040007,102.89,100.0,1.0,N
72789038560,10.5,60.0,1.0,Y
08496031101,4.99,100.0,1.0,N
00264440054,72.48,100.0,24.0,N
00603533821,17.46,100.0,1.0,Y
31722060830,20.0,30.0,1.0,Y
50228034130,10.23,30.0,1.0,Y
00904725280,8.58,1000.0,1.0,N
49100040009,14.91,30.0,1.0,N
49100040008,18.09,30.0,1.0,N
55150040025,170.0,1.0,25.0,Y
75907002348,53.05,4.0,1.0,Y
00049234005,969.21,12.0,1.0,N
98302013919,10.29,100.0,1.0,N
00904727870,94.99,5.0,100.0,Y
00093504501,212.68,100.0,1.0,Y
64980060650,112.5,500.0,1.0,Y
00904522452,4.68,60.0,1.0,Y
23155084012,875.0,120.0,1.0,Y
00168005960,33.4,60.0,1.0,Y
00409159304,2355.5,500.0,6.0,Y
55150027099,150.0,2.5,1.0,Y
24510014010,2118.3,100.0,1.0,N
63323018602,26.5,2.0,25.0,Y
72162128801,60.0,100.0,1.0,Y
00536125391,10.26,3.5,1.0,Y
26974041007,150.01,887.0,6.0,N
31722008330,20.0,30.0,1.0,Y
98302013920,10.29,100.0,1.0,N
16714056401,114.39,100.0,1.0,Y
70700020693,190.2,91.0,2.0,Y
45334030016,10.5,453.0,1.0,N
50268075812,47.06,20.0,1.0,Y
16714044402,481.14,1000.0,1.0,Y
16714044401,51.11,100.0,1.0,Y
94688011476,142.55,30.0,100.0,N
50474059866,550.43,60.0,1.0,N
54482014509,42.07,118.0,1.0,N
51079029820,30.1,100.0,1.0,Y
33342021107,295.0,30.0,1.0,Y
50268036215,30.23,50.0,1.0,Y
49502038002,6576.49,2.0,1.0,N
00168003315,16.27,15.0,1.0,Y
45963055550,30.0,500.0,1.0,Y
52187052210,227.36,10.0,1.0,Y
63323018610,29.0,10.0,25.0,Y
72789038501,14.6,100.0,1.0,Y
98302013931,10.29,100.0,1.0,N
98302013930,10.29,100.0,1.0,N
00228202750,24.0,500.0,1.0,Y
98302013933,10.29,100.0,1.0,N
00019095323,304.69,30.0,25.0,N
98302013932,10.29,100.0,1.0,N
69618002015,2.06,150.0,1.0,Y
47335032186,12.25,60.0,1.0,Y
98302013937,10.29,100.0,1.0,N
16729029534,35.64,45.0,1.0,Y
00409174910,68.18,10.0,10.0,Y
00395013096,9.7,0.0,1.0,Y
98302013938,10.29,100.0,1.0,N
31722072830,10.65,30.0,1.0,Y
00781315695,108.0,100.0,10.0,Y
42571014405,120.0,500.0,1.0,Y
16729029531,7.47,5.0,1.0,Y
00143117110,1012.88,1000.0,1.0,Y
16729029533,19.0,15.0,1.0,Y
42571014401,30.0,100.0,1.0,Y
70700029022,89.0,10.0,1.0,Y
70512010610,202.31,100.0,1.0,Y
50268063815,65.29,50.0,1.0,Y
00904739889,1340.57,90.0,1.0,Y
73289006302,1294.0,60.0,1.0,N
59651009690,90.0,90.0,1.0,Y
63323018620,52.25,20.0,25.0,Y
43066015210,216.77,100.0,10.0,Y
60687041801,60.0,100.0,1.0,Y
67457060399,218.5,4.0,25.0,Y
63629217901,179.89,473.0,1.0,Y
00409174929,98.12,30.0,10.0,Y
50268048215,41.34,50.0,1.0,Y
13107001501,21.41,100.0,1.0,Y
00904740861,9.22,100.0,1.0,Y
62135083184,125.0,3.0,30.0,Y
00904713261,1248.65,100.0,1.0,Y
00019095305,382.81,50.0,25.0,N
70710184907,624.0,1.0,25.0,Y
60505014502,65.83,100.0,1.0,Y
16729029512,47.52,60.0,1.0,Y
05928005075,4.25,75.0,1.0,N
50742066701,101.0,100.0,1.0,Y
00023324015,9.89,15.0,1.0,N
35781250009,818.52,90.0,1.0,N
23155001701,52.0,100.0,1.0,Y
64980021001,18.0,100.0,1.0,Y
82347003004,123.69,30.0,1.0,Y
31722094201,16.0,100.0,1.0,Y
70074067453,37.26,330.0,12.0,N
64980021005,90.0,500.0,1.0,Y
31722094205,80.0,500.0,1.0,Y
70074067450,37.26,330.0,12.0,N
51079005820,191.28,100.0,1.0,Y
43063039695,45.55,1000.0,1.0,Y
61269040360,45.41,60.0,1.0,N
00168003346,33.22,45.0,1.0,Y
52817018210,6.95,100.0,1.0,Y
00409409301,495.85,10.0,25.0,Y
51991054690,85.8,90.0,1.0,Y
31722082211,300.0,112.0,1.0,Y
44087882201,10988.32,4.2,1.0,N
69367069405,279.0,500.0,1.0,Y
55150042610,68.8,10.0,10.0,Y
69367069401,62.0,100.0,1.0,Y
47335083783,137.48,30.0,1.0,Y
00378699393,160.78,1.0,30.0,Y
22600092050,84.96,3.0,1.0,N
16500004019,31.92,12.0,1.0,N
62135022260,964.44,60.0,1.0,Y
55111015330,13.3,30.0,1.0,Y
10370026801,2689.35,100.0,1.0,Y
55150030610,20.0,10.0,1.0,Y
64980060612,27.0,120.0,1.0,Y
70700032650,30.0,50.0,1.0,Y
00143117101,101.28,100.0,1.0,Y
00904715861,740.5,100.0,1.0,Y
60505325006,703.03,60.0,1.0,Y
00228202796,48.0,1000.0,1.0,Y
00469067773,173.31,30.0,1.0,N
52817018200,65.0,1000.0,1.0,Y
26974041031,223.18,30.0,96.0,N
08373081311,7.15,1.0,1.0,N
71335067701,27.47,60.0,1.0,Y
00093408563,1038.42,5.0,56.0,Y
00378110110,537.29,1000.0,1.0,Y
